Name: STRATO3, HW Version: 1.0, SW Version: 1.2, SN: 1001003000152
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;01:50:15;10:41:49;16.06.2022;Y;09;52 34.51636 N;008 13.22236 E;20.910;38.7;112.16;15920.5;7.750;-41.0;0.100;110.440;8.8;66679
$;01:50:17;10:41:51;16.06.2022;Y;09;52 34.50730 N;008 13.24040 E;31.872;59.0;136.52;15929.7;7.625;-41.125;0.100;110.440;8.8;66679
$;01:50:19;10:41:53;16.06.2022;Y;09;52 34.49290 N;008 13.26438 E;38.275;70.8;129.37;15937.7;7.500;-41.125;0.100;110.110;8.8;66679
$;01:50:21;10:41:55;16.06.2022;Y;09;52 34.48400 N;008 13.28998 E;27.003;50.0;110.37;15946.2;7.625;-40.875;0.100;110.19;8.8;66679
$;01:50:23;10:41:57;16.06.2022;Y;09;52 34.47932 N;008 13.30993 E;23.197;42.9;120.50;15955.6;7.500;-41.0;0.100;109.919;8.8;66679
$;01:50:25;10:41:59;16.06.2022;Y;09;52 34.46833 N;008 13.32893 E;34.700;64.2;140.25;15964.4;7.625;-41.0;0.100;109.919;8.8;66679
$;01:50:27;10:42:01;16.06.2022;Y;09;52 34.45365 N;008 13.35126 E;35.029;64.8;131.74;15973.4;7.500;-41.0;22.759;109.489;8.7;66679
$;01:50:29;10:42:03;16.06.2022;Y;09;52 34.44562 N;008 13.37278 E;22.431;41.5;108.13;15980.4;7.375;-40.750;0.100;109.410;8.8;66679
$;01:50:31;10:42:05;16.06.2022;Y;09;52 34.44197 N;008 13.39018 E;20.884;38.6;118.07;15988.6;7.625;-40.750;0.100;109.360;8.8;66679
$;01:50:33;10:42:07;16.06.2022;Y;09;52 34.43149 N;008 13.40762 E;32.972;61.0;141.16;15996.9;7.750;-40.750;0.100;109.110;8.8;66679
$;01:50:35;10:42:09;16.06.2022;Y;09;52 34.41820 N;008 13.42805 E;30.840;57.1;129.91;16006.3;7.375;-40.875;0.100;108.980;8.8;66679
$;01:50:37;10:42:11;16.06.2022;Y;09;52 34.41223 N;008 13.44811 E;20.127;37.2;102.63;16014.2;7.500;-40.625;0.100;108.930;8.8;66679
$;01:50:39;10:42:13;16.06.2022;Y;09;52 34.40854 N;008 13.46369 E;20.016;37.0;125.17;16024.0;7.500;-40.625;0.100;108.790;8.8;66679
$;01:50:41;10:42:15;16.06.2022;Y;09;52 34.39724 N;008 13.48033 E;34.309;63.5;142.32;16031.3;7.500;-40.750;0.100;108.500;8.8;66679
$;01:50:43;10:42:17;16.06.2022;Y;09;52 34.38311 N;008 13.50021 E;30.467;56.4;134.06;16040.1;7.500;-40.875;31.776;108.449;8.7;66679
$;01:50:45;10:42:19;16.06.2022;Y;09;52 34.37500 N;008 13.52527 E;17.079;31.6;113.89;16053.0;7.500;-40.500;0.100;108.290;8.8;66673
$;01:50:47;10:42:21;16.06.2022;Y;09;52 34.37192 N;008 13.53312 E;23.458;43.4;127.74;16058.4;7.500;-40.625;0.100;108.80;8.8;66679
